ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-29B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-29B-3P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-29B-3P,miRNA,DECITABINE,DB01262,451668
HSA-MIR-29B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-29B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-29B-3P,miRNA,ETHANOL,DB00898,702
HSA-MIR-29B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-29B-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-29B-3P,miRNA,CARFILZOMIB,DB08889,11556711
HSA-MIR-29B-3P,miRNA,IXAZOMIB,DB09570,25183872
HSA-MIR-29B-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-29B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-29B-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-29B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-29B-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-29B-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-29B-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-29B-3P,miRNA,CRIZOTINIB,DB08865,11626560
HSA-MIR-29B-3P,miRNA,LORLATINIB,DB12130,71731823
HSA-MIR-29B-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-29B-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-29B-3P,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-29C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-29C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-29C-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-29C-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-29C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-29C-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-29C-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-29C-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-29C-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-29C-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-29C-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-29C-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-29C-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-29C-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-29C-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-29C-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-29C-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-29C-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-29C-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-29C-3P,miRNA,CRIZOTINIB,DB08865,11626560
HSA-MIR-29C-3P,miRNA,LORLATINIB,DB12130,71731823
HSA-MIR-29C-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-300,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-300,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-300,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-300,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-300,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-300,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-300,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-300,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-301A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-301A-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-301A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-301A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-301A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-301A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-301A-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-301A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-301A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-301A-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-301A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-301A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-301A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-301A-3P,miRNA,LEVETIRACETAM,DB01202,5284583
HSA-MIR-301A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-301A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-301A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-301A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-301B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-301B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-301B-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-301B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-301B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-301B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-302A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-302A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-302A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-302A-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-302A-3P,miRNA,AXITINIB,DB06626,6450551
HSA-MIR-302A-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-302A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-302A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-302A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-302A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-302A-3P,miRNA,PAZOPANIB,DB06589,10113978
HSA-MIR-302B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-302B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-302B-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-302B-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-302C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-302C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-302C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-302C-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-302C-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-302C-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-302C-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-302D-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-302D-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-302D-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-302D-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-302D-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-302D-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-302D-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-302E,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-302F,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-30A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-30A-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30A-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30A-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-30A-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30A-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-30A-5P,miRNA,PEMETREXED,DB00642,446556
HSA-MIR-30A-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30A-5P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-30B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30B-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-30B-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-30B-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-30B-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30B-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-30B-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30B-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30B-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-30B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30B-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-30B-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-30B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30C-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30C-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-30C-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-30C-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30C-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30C-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-30C-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30C-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30C-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30C-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30C-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30C-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30C-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-30C-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30C-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30C-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-30C-5P,miRNA,OLAPARIB,DB09074,23725625
HSA-MIR-30D-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30D-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30D-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30D-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30D-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30D-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-30D-5P,miRNA,TRICHOSTATIN A,DB04297,444732
HSA-MIR-30D-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30D-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30D-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30D-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-30D-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30D-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-30D-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30D-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30D-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30D-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30E-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30E-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-30E-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30E-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30E-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30E-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30E-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30E-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-30E-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30E-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30E-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30E-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30E-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30E-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-30E-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30E-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-31-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-31-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-31-5P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-31-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-31-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-31-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-31-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-31-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-31-5P,miRNA,STAUROSPORINE,DB02010,5459111
HSA-MIR-31-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-31-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-31-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-31-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-31-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-31-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-31-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-31-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-31-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-31-5P,miRNA,DACARBAZINE,DB00851,5351166
HSA-MIR-31-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-31-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-31-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-32-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-32-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-32-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-32-5P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-32-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-32-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-32-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-32-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-32-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-32-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-32-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-32-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-32-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-32-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-32-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-32-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-32-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-320A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-320A-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-320A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-320A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-320A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-320A-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-320A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320A-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-320A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-320A-3P,miRNA,PROPOFOL,DB00818,4943
HSA-MIR-320A-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-320A-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-320B,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320B,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320B,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320B,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320B,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-320B,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320B,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320C,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-320C,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320C,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320C,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320C,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320D,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320D,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320D,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-320D,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320D,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320D,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320D,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-323A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-323A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-323A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-323A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-323A-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-323A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-323A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-323A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-323A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-323B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-323B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-323B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-323B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-324-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-324-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-324-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-324-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-324-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-324-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-324-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-324-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-324-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-324-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-324-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-324-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-324-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-326,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-326,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-326,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-326,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-326,miRNA,CELASTROL,NA,12302620
HSA-MIR-326,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-326,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-326,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-326,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-326,miRNA,PANOBINOSTAT,DB06603,6918837
HSA-MIR-326,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-326,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-326,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-326,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-326,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-326,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-326,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-328-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-328-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-328-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-328-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-328-3P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-328-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-328-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-328-3P,miRNA,HYDROGEN PEROXIDE,DB11091,784
HSA-MIR-328-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-328-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-328-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-328-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-328-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-328-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-328-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-328-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-328-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-328-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-329-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-329-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-329-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-329-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-329-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-330-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-330-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-330-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-330-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-330-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-330-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-330-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-330-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-330-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-330-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-330-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-330-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-331-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-331-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-331-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-331-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-331-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-331-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-331-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-331-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-331-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-331-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-331-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-331-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-331-3P,miRNA,CORTISONE,DB14681,222786
HSA-MIR-331-3P,miRNA,METHYLPREDNISOLONE,DB00959,6741
HSA-MIR-331-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-331-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-331-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-335-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-335-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-335-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-335-5P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-335-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-335-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-335-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-335-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-335-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-335-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-335-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-335-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-335-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-335-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-335-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-335-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-335-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-337-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-337-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-337-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-337-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-337-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-338-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-338-5P,miRNA,OXALIPLATIN,DB00526,6857599
